chrom start1 stop1 start2 stop2 strains
3 22372989 22373446 22373145 22373496 2,3,4,5,6,10,13,14,15,18,20
3 22699517 22699738 22699577 22699744 18
3 22885586 22885827 22887920 22888188 3
3 23022045 23022246 23022078 23022320 1
3 23086052 23086381 23089843 23090193 16
3 23296951 23297083 23296974 23297087 16
3 23441504 23441760 23441515 23441770 11
3 2354982 2355171 2354990 2355176 5
3 23875547 23875847 23875679 23876014 6
3 24065532 24065822 24069893 24070128 14
3 24068344 24068431 24070967 24071135 7
3 2428695 2428895 2428704 2428902 16
3 24420668 24420759 24424206 24424368 13,14,16,17,20
3 24421752 24421940 24425313 24425455 19
3 24456651 24456946 24457255 24457579 8
3 24561018 24561328 24561106 24561406 10
3 24959293 24959611 24959397 24959671 3
3 24978457 24978723 24981722 24981910 10
3 25097545 25097694 25098482 25098548 5
3 2541287 2541503 2541907 2542469 2,3,5,6,8,11,15,18,20
3 25571560 25571853 25571562 25571906 7
3 25944501 25944737 25944756 25945012 9,19
3 25994271 25994576 25994307 25994578 2
3 26030268 26030598 26032765 26033095 11
3 26166273 26166606 26166512 26166854 7
3 26524200 26524326 26524221 26524341 6
3 26712217 26712472 26712848 26713025 17
3 26933751 26934064 26933763 26934087 3
3 26946621 26946882 26946625 26946900 1
3 27089088 27089335 27089123 27089363 3
3 27143809 27144067 27143834 27144074 6
3 2840198 2840355 2843220 2843318 3
3 2904802 2905126 2909095 2909376 16
3 3057247 3057544 3057332 3057633 9
3 29972 30083 30899 31065 17
3 3232879 3233197 3233088 3233306 6
3 3282512 3282767 3282538 3282804 2
3 3387694 3387812 3387705 3387842 12
3 3494707 3494888 3494761 3495026 3,4,6
3 3501272 3501589 3506239 3506551 1
3 3673306 3673607 3673419 3673659 3
3 367397 367543 370419 370665 10
3 3720813 3721539 3720931 3721593 4
3 3729035 3729288 3729195 3729519 12,16
3 375118 376083 375429 376084 3,8,12,18
3 3891692 3891887 3892388 3892493 12
3 4170818 4170918 4173940 4174057 3
3 4171040 4171306 4174881 4175015 8,10,13
3 4171869 4172166 4175682 4175972 9,17
3 4176851 4176998 4177421 4177578 10
3 4177558 4177834 4177609 4177843 15
3 4178108 4178658 4179739 4180207 3,11,15,17,18,19
3 4178152 4178789 4180586 4180933 2,9
3 4176880 4177119 4180821 4180933 10
3 4178152 4178245 4181840 4182028 10,13,16
3 4206039 4206277 4206306 4206566 16
3 4333708 4333852 4333720 4333882 3
3 4366499 4366815 4371408 4371721 7
3 4415291 4415575 4415560 4415858 16
3 4462120 4462444 4469631 4469843 15
3 4498462 4498538 4498656 4498793 4
3 4611138 4611285 4612995 4613096 12
3 478967 479050 479043 479142 4
3 486754 486967 493726 493871 16
3 4963413 4963598 4965231 4965324 17
3 46174 46441 49727 50043 15
3 4980329 4980666 4983090 4983411 4
3 4985945 4986090 4986584 4986713 15
3 5071599 5071899 5071635 5071920 12
3 5240825 5240985 5242540 5242688 12
3 5299171 5299481 5301838 5302166 16
3 5308789 5309039 5312232 5312525 3
3 5436655 5436906 5438302 5438512 20
3 5516747 5516853 5520136 5520292 18
3 5594122 5594388 5597061 5597362 9
3 5711315 5711862 5711318 5712141 6
3 5822109 5822457 5829416 5829777 8,9,15
3 5822195 5822302 5832750 5832844 9,15
3 6026221 6026569 6026228 6026586 1,2,4,5,6,8,9,10,11,12,13,15,16,17,19,20
3 6113035 6113286 6116461 6116779 18
3 6407130 6407404 6411482 6411791 16
3 6484989 6485248 6485173 6485470 17
3 6542464 6542697 6542724 6543007 14
3 6810163 6810273 6812247 6812432 16
3 6883820 6884011 6883839 6884025 5
3 6964381 6964532 6964686 6964779 13
3 692538 692797 696626 697054 2
3 7063437 7063663 7066801 7067181 9
3 7064378 7064447 7067627 7067709 8
3 7352558 7352962 7352985 7353230 9
3 7581927 7582239 7582098 7582313 19
3 7607503 7607802 7607617 7607939 2
3 8022235 8022395 8022882 8022971 12
3 8224538 8224881 8224549 8224885 1
3 8341150 8341406 8343694 8343950 11
3 8723099 8723279 8723117 8723281 9
3 8959011 8959190 8959353 8959726 18
3 8960287 8960484 8960301 8960495 12
3 9006482 9006585 9006676 9006739 10
3 9645856 9645990 9650148 9650256 15
4 1000966 1001251 1001022 1001288 13
4 152151 152266 152155 152268 2,4,10,14,18
4 161460 162094 161878 162109 8,11,17,19
4 204545 204704 204551 204706 2,4,9,10,13,14,18
4 21891 22460 21918 22475 2,3,4,6,7,8,9,10,12,13,14,15,16,18,19
4 280656 280892 280673 280901 6,12
4 31110 31262 31111 31274 19
4 321792 322095 321980 322272 11
4 370819 371101 370941 371210 10
4 42724 42929 43283 43529 14
4 678836 679161 679420 679881 6
4 696667 696763 696671 696777 1,20
4 70495 70813 70708 71009 16
4 958934 959285 961219 961758 6
6 10028802 10028883 10028917 10029020 19
6 10080323 10080428 10083077 10083216 19
6 10273808 10274017 10273830 10274032 18
6 10282355 10282436 10282433 10282546 1,8
6 10302504 10302606 10303550 10303822 3
6 10304482 10304777 10322892 10323004 5,6,12,14
6 10302508 10302707 10322903 10323255 8
6 10304124 10304230 10322907 10322987 20
6 10341087 10341577 10341115 10341614 3,7,10,13,17,19,20
6 10638304 10638414 10638309 10638447 15
6 10679569 10679952 10679738 10679992 10,11
6 10711505 10712209 10714315 10714527 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
6 10735587 10735731 10736215 10736331 19
6 10785840 10786101 10786013 10786303 8
6 10796635 10797174 10796893 10797212 6,10
6 10810038 10810642 10810048 10810658 1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20
6 10853056 10853199 10857398 10857574 1,3,8,15,17
6 10857729 10857862 10871023 10871185 7
6 1097141 1097496 1099669 1100070 6
6 11033102 11033227 11033176 11033364 8,9
6 11033118 11033243 11036052 11036233 13
6 11188286 11188538 11188306 11188547 8,13
6 11378002 11378534 11378176 11378828 2,5,6,16
6 11453763 11453893 11454144 11454294 8
6 11594384 11594496 11594410 11594524 1,6,9,12,14,19
6 11788881 11789092 11788971 11789111 9
6 11875520 11875683 11875586 11875685 6
6 11996338 11997207 11998361 11999000 6,16
6 12009423 12009768 12009508 12009807 17
6 12014830 12015065 12014970 12015178 1,3,4,15
6 1212721 1213406 1212731 1213411 3,9,10,13,20
6 1212466 1212862 1217353 1217680 1,2,3,4,6,8,9,10,11,13,15,17,19,20
6 1222369 1222681 1223899 1224195 19
6 12242335 12242429 12262764 12262990 5,6
6 12298378 12299118 12299066 12299782 7
6 12353071 12353336 12353095 12353356 10
6 12494654 12494919 12494986 12495263 4,8,11,16
6 12494721 12494822 12495993 12496106 15
6 12496142 12496366 12496545 12496692 1,14,20
6 12572996 12573208 12573056 12573304 5,7,12,14
6 12573399 12573491 12573465 12573526 8
6 12913430 12913668 12915702 12915981 14
6 12986053 12986370 12986307 12986405 6
6 13184437 13184780 13186504 13186801 16
6 13183721 13183996 13187578 13187849 8
6 13191764 13191877 13202723 13202938 17
6 13247674 13248542 13247700 13248544 1,2,6,9,15,17
6 13382133 13382611 13382147 13382779 1,8,11,12,14,15
6 13392575 13392715 13405530 13405602 10,11
6 13486976 13487098 13488095 13488315 14
6 14101823 14102083 14105549 14105829 8
6 14257909 14258102 14257924 14258108 10
6 14260900 14261028 14262847 14263032 5,12,20
6 14260701 14260791 14262886 14263007 2
6 14262245 14262378 14278989 14279130 10,13
6 14332230 14332511 14332596 14332845 12
6 1433476 1433553 1433842 1433918 8
6 14361510 14361829 14361568 14361859 19
6 14430895 14431014 14431002 14431142 12
6 14445882 14445966 14445887 14445993 17
6 14479130 14479437 14481628 14481886 2
6 14528791 14529096 14529790 14530096 1
6 14534707 14534871 14534712 14534875 8,11,12,14,20
6 14534478 14534789 14534978 14535083 3
6 14538881 14538976 14539287 14539394 16
6 14617497 14617584 14635607 14635886 1,2,3,5,6,10,11,16,19,20
6 14652927 14653016 14652946 14653036 9
6 14656864 14657322 14657005 14657480 1,2,5,7,8,10,16
6 14784709 14784942 14784720 14784963 1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
6 14885802 14885933 14885813 14885945 6,7,18
6 14996974 14997291 14998696 14999000 19
6 15081246 15081380 15081275 15081600 1,3,5,6,7,8,10,16,18
6 15239250 15239463 15239853 15240066 20
6 15317592 15317845 15320332 15320652 9
6 15351613 15351931 15354550 15354878 16
6 1538847 1539124 1540152 1540463 16
6 154186 154503 154680 154972 14
6 15661056 15661349 15665640 15665950 10
6 15800951 15801284 15801009 15801361 11
6 15945545 15945851 15950409 15950724 19
6 16179625 16179812 16182054 16182246 17
6 1623645 1623986 1624652 1624945 18
6 16378410 16378704 16380880 16381148 15
6 16510617 16510861 16510648 16510954 11
6 17124294 17124549 17125852 17126212 9
6 17395285 17395439 17395297 17395441 1,3,20
6 17500951 17501087 17500970 17501150 11
6 17592557 17593102 17592558 17593129 3,12
6 17619037 17619333 17623681 17623953 19
6 17730681 17730931 17730692 17730941 19
6 17851865 17851989 17851876 17852006 12
6 17864428 17864773 17864479 17865155 9,10,14,15,18
6 17986419 17986669 17986460 17986800 4
6 17984419 17984543 17987038 17987172 6
6 17984697 17984778 17987121 17987197 10
6 18297748 18297838 18297913 18298069 3
6 18341697 18342003 18341941 18342072 2,17
6 18348732 18349070 18350271 18350597 10
6 18363551 18363788 18365565 18365759 20
6 18486719 18486973 18492395 18492601 16
6 18548502 18548729 18548526 18548758 18
6 18569255 18569418 18569869 18569960 8
6 18689862 18690152 18690223 18690373 1,2,3,7,8,9,12,16,17
6 18733181 18733325 18733201 18733341 8,18
6 18823455 18823825 18840262 18840867 8,10,14
6 18823972 18824053 18841256 18841376 8
6 18829448 18829963 18841930 18842201 6,11,19
6 18841872 18842232 18844088 18844426 1,4,5,10,14
6 18873447 18873648 18874871 18875060 15,17,18
6 1892801 1893114 1895909 1896173 15
6 19007101 19007316 19007217 19007409 2
6 19062395 19062510 19062407 19062533 18
6 19101586 19101739 19101607 19101749 3
6 19129933 19130015 19130760 19130870 5
6 19182550 19183342 19183223 19184094 2,6,9,11,13,15,16,17,18,19
6 19182895 19183088 19184633 19184731 7,8
6 1942550 1943176 1942580 1943315 1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,19,20
6 19435181 19435483 19435286 19435555 12
6 19487219 19487508 19487458 19487726 13
6 19552342 19552486 19554263 19554392 10
6 19600498 19600586 19606350 19606551 19
6 19622641 19622739 19622644 19622751 5,8,14
6 19680823 19681016 19681489 19681668 19
6 19685006 19685321 19685037 19685414 5,11
6 19691931 19692065 19697780 19698132 6,20
6 19931912 19932222 19933609 19933936 7
6 19977259 19977422 19977273 19977459 11
6 20173558 20173789 20177587 20177752 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
6 20188963 20189161 20188975 20189164 11
6 20309809 20310122 20310483 20310794 2
6 20532222 20532348 20532232 20532356 8
6 20595003 20595159 20595110 20595359 10
6 20595263 20595839 20595739 20596077 11,13,14,18
6 20623436 20623594 20626896 20627313 1,6,12,16,17
6 20756496 20756579 20776613 20776783 2
6 20788766 20788911 20789831 20790004 6
6 20788149 20788531 20806163 20806306 1,2,3,4,6,10,11,13,15,16,17,19,20
6 20812802 20812933 20825804 20826172 8,10,14,15,16,18
6 2134064 2134625 2134096 2134647 3,5,6,7
6 2435992 2436380 2436134 2436666 4,10,12,13,14,19
6 2451758 2452017 2455242 2455544 13
6 2888634 2888839 2891708 2891805 13
6 3316323 3316656 3316538 3316757 14
6 3530174 3530481 3533758 3534060 8,13,16,18
6 3531690 3531810 3535637 3535740 18
6 3533496 3533809 3537838 3538041 2
6 3609155 3609255 3609173 3609265 16
6 361271 361634 361574 361770 3,6,11,14,19
6 366013 366308 368151 368459 13
6 3687302 3687614 3687359 3687783 6
6 3720582 3720672 3720594 3720746 18
6 3859088 3859409 3860306 3860485 1,2,3,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20
6 3953557 3954047 3953921 3954555 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
6 3971987 3972071 3972005 3972112 19
6 4213588 4213665 4215413 4215528 16
6 4216151 4217017 4217268 4218438 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
6 4248269 4248377 4248320 4248511 14
6 4298508 4298627 4298556 4298739 2
6 4353226 4353826 4353702 4353933 8,11,12,13,15,17,20
6 4353206 4354967 4354139 4354968 1,2,4,5,7,8,9,10,11,12,13,14,15,17,18,19,20
6 4377803 4378758 4378151 4378891 2,6,7,8,10,13,14,17
6 41151 41562 44022 44411 6
6 4495216 4495346 4495453 4495643 2,3,4,5,6,7,8,9,10,14,15,16,18,19
6 4524083 4524155 4524109 4524181 2
6 4771940 4772066 4771960 4772078 8
6 4820233 4820916 4820365 4820926 10
6 4866557 4866668 4866573 4866888 2,13,15
6 4866541 4867742 4867336 4868246 1,3,4,5,6,8,9,10,11,12,14,15,16,19,20
6 4983347 4983541 5001360 5001448 20
6 4982783 4982863 5001543 5001627 16
6 5145204 5145848 5145254 5145948 1,3,4,7,18,20
6 5173264 5173547 5173422 5173595 9,13
6 5309749 5310311 5309808 5310312 4,5,7,13,14,16,19
6 5471459 5471581 5475293 5475457 5,10,16,19
6 5474856 5474947 5478060 5478155 10
6 5510477 5510673 5510505 5510704 15,16
6 5509965 5510263 5510582 5510883 4,7,11
6 5554015 5554220 5554046 5554252 5
6 5707456 5707779 5707547 5707843 3
6 5725985 5726115 5729620 5729860 12
6 5826778 5827007 5828242 5828413 20
6 5911203 5911567 5928660 5928792 1,2,3,4,7,9,10,11,14,16,17,18,19
6 5985149 5985252 5985178 5985758 5
6 6164507 6164849 6167718 6168011 3
6 6185593 6185708 6186841 6186934 13
6 63331 63617 63637 63920 17
6 6288 6612 6383 6672 18
6 6396361 6396469 6420661 6420767 5
6 6512915 6513472 6512979 6513548 1,2,4,5,9,14,15,18
6 6596587 6596896 6597289 6597620 9
6 6824982 6825094 6825038 6825154 20
6 4777 5075 6844 7137 18,19
6 6878787 6879016 6878808 6879098 1,3,5,11,13,15,16
6 6966647 6966758 6971498 6971692 6
6 6966912 6967042 6971714 6972048 2,4,5,9,10,13
6 7042984 7043249 7043170 7043292 8,12
6 7149884 7151492 7150391 7152082 2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20
6 7257550 7257641 7257676 7257733 8
6 7318471 7318691 7318478 7318787 11,12,18
6 74033 74268 74038 74271 11
6 7460052 7460149 7470646 7470753 13
6 7460144 7460412 7470950 7471268 15,19
6 7599314 7599679 7599934 7600264 3
6 7849677 7850000 7851478 7851763 1
6 7878404 7878738 7878635 7879134 6
6 7881234 7881595 7881558 7881921 1,5,8,17,18,19,20
6 7881948 7882090 7883261 7883351 7
6 7921199 7921328 7929113 7929354 2,4,5,6,7,8
6 7921981 7922135 7929964 7930084 2
6 7960489 7960568 7960606 7960702 10
6 8039630 8039881 8041350 8041627 14,18
6 8053646 8053954 8053892 8054167 19
6 815864 816557 815940 816572 1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20
6 8448646 8448763 8448695 8448859 4
6 8476365 8476639 8477496 8477805 6
6 8675128 8675204 8675227 8675308 8
6 8694573 8695009 8696840 8697294 6
6 8700230 8700328 8703747 8703815 8,11
6 8703745 8703812 8703749 8703822 1,10
6 8711653 8711845 8714040 8714153 2
6 8815350 8815466 8838368 8838459 14
6 9312603 9313000 9313311 9313627 3
6 9349600 9349693 9372149 9372227 3
6 9407893 9408278 9410150 9410423 6
6 9438385 9438598 9438474 9438614 7,11
6 9668284 9668689 9668918 9669251 9
6 9695972 9696218 9698311 9698704 6
6 9706272 9706482 9715184 9715280 2,20
6 9799051 9799146 9799075 9799153 6
6 983332 983503 986918 987173 16
6 9927305 9927445 9947827 9947957 5,15,18,19,20
